Date,Close,MA,Position,BH_Equity,MA_Equity,DCA_Equity
2005-03-25,45.31772613525391,45.902779769897464,0.0,10098.033573891618,9727.288792286707,9997.63388544811
2005-03-28,45.31772613525391,45.74879684448243,0.0,10098.033573891618,9727.288792286707,9997.63388544811
2005-03-29,44.96521759033203,45.60797595977784,0.0,10019.484992017038,9727.288792286707,9996.744282521746
2005-03-30,44.5252685546875,45.453947448730474,0.0,9921.452268144698,9727.288792286707,9995.634011706476
2005-03-31,45.31772613525391,45.36595706939698,0.0,10098.03357389162,9727.288792286707,9997.63388544811
2005-04-01,46.28598403930664,45.370374870300296,1.0,10313.78801828119,9727.288792286707,10000.077415051372
2005-04-04,45.933475494384766,45.34395961761475,1.0,10235.23943640661,9653.20691870502,9998.89147434416
2005-04-05,45.933475494384766,45.277966880798346,1.0,10235.23943640661,9653.20691870502,9998.89147434416
2005-04-06,45.31772613525391,45.21197414398194,1.0,10098.03357389162,9523.80334299526,9996.81991539629
2005-04-07,45.2293701171875,45.18555870056153,1.0,10078.345427266013,9505.234773651704,9996.522660194787
2005-04-08,46.02183151245117,45.17676887512208,1.0,10254.927583032219,9671.775488048574,9999.188729545662
2005-04-11,45.6693229675293,45.19434871673584,1.0,10176.379001157638,9597.693614466887,9998.00278883845
2005-04-12,46.02183151245117,45.247179412841795,1.0,10254.927583032219,9671.775488048574,9999.188729545662
2005-04-13,46.19762802124024,45.26917686462402,1.0,10294.099871655586,9708.720222943157,9999.78015984987
2005-04-14,45.14192962646485,45.28680229187012,0.0,10058.861285268255,9486.85860810068,9996.228485092082
2005-04-15,45.14192962646485,45.30442771911621,0.0,10058.861285268255,9486.85860810068,9996.228485092082
2005-04-18,44.26202392578125,45.2912654876709,0.0,9862.794137485005,9486.85860810068,9993.268227804758
2005-04-19,44.0853157043457,45.2736400604248,0.0,9823.418694253076,9486.85860810068,9992.673730235496
2005-04-20,44.0853157043457,45.264804649353025,0.0,9823.418694253076,9486.85860810068,9992.673730235496
2005-04-21,43.64536666870117,45.22080955505371,0.0,9725.385970380734,9486.85860810068,9991.19361442558
2005-04-22,43.64536666870117,45.13719158172607,0.0,9725.385970380734,9486.85860810068,9991.19361442558
2005-04-25,43.82207489013672,45.062409019470216,0.0,9764.761413612663,9486.85860810068,9991.78811199484
2005-04-26,45.40517044067383,45.0844066619873,1.0,10117.518565908664,9486.85860810068,9997.114103332739
2005-04-27,45.933475494384766,45.15481700897217,1.0,10235.23943640661,9597.241529205428,9998.89147434416
2005-04-28,46.63758087158203,45.22080974578857,1.0,10392.133445547206,9744.355791608685,10001.260288493531
2005-04-29,45.6693229675293,45.18997669219971,1.0,10176.379001157637,9542.050068653052,9998.00278883845
2005-05-02,45.6693229675293,45.17676906585693,1.0,10176.379001157637,9542.050068653052,9998.002788838448
2005-05-03,46.02183151245117,45.18118686676026,1.0,10254.927583032217,9615.702445493938,9999.489068699022
2005-05-04,46.19762802124024,45.22518196105957,1.0,10294.099871655584,9652.432989757806,10000.230278562829
2005-05-05,47.42913055419922,45.33516998291016,1.0,10568.512446704848,9909.740479021935,10005.4226559941
2005-05-06,48.0457878112793,45.43636779785156,1.0,10705.920613809118,10038.583519380558,10008.022664632976
2005-05-09,48.13323211669922,45.55956325531006,1.0,10725.405605826161,10056.853944390554,10008.391355582287
2005-05-10,48.13323211669922,45.66513328552246,1.0,10725.405605826161,10056.853944390554,10008.391355582287
2005-05-11,47.16588592529297,45.713546180725096,1.0,10509.854316045154,9854.738712713437,10004.312739097095
2005-05-12,47.95743560791016,45.85432147979736,1.0,10686.233317202796,10020.123400126688,10007.65014571848
2005-05-13,48.221588134765625,46.0083044052124,1.0,10745.093752451769,10075.314860679064,10008.76389058067
2005-05-16,48.221588134765625,46.20628261566162,1.0,10745.093752451769,10075.314860679064,10008.76389058067
2005-05-17,47.78163528442383,46.39109859466553,1.0,10647.060178560143,9983.392058828184,10006.908919770785
2005-05-18,48.30903244018555,46.60228443145752,1.0,10764.578744468814,10093.58528568906,10009.13258152998
2005-05-19,49.62979888916016,46.90150604248047,1.0,11058.881770732967,10369.54338548558,10014.70132192482
2005-05-20,49.71723937988281,47.20509967803955,1.0,11078.365912730727,10387.813013460936,10015.069996790244
2005-05-23,48.573184967041016,47.44265518188477,1.0,10823.439179717789,10148.776746241438,10010.24632639217
2005-05-24,49.62979888916016,47.65388660430908,1.0,11058.881770732967,10369.543385485578,10014.70132192482
2005-05-25,49.10149002075195,47.81228733062744,1.0,10941.160050215734,10259.159667346186,10012.473816116551
2005-05-26,49.27729034423828,47.94427280426025,1.0,10980.333188858385,10295.89100864469,10013.215042064247
2005-05-27,49.98139190673828,48.1598762512207,1.0,11137.226347979698,10443.004474013309,10016.183741652434
2005-05-30,49.89303970336914,48.37106208801269,1.0,11117.539051373375,10424.544354759437,10015.811222737937
2005-05-31,50.06974792480469,48.573457908630374,1.0,11156.914494605306,10461.465390301819,10016.556276650817
2005-06-01,49.18984603881836,48.72306880950928,1.0,10960.848196841342,10277.620583634696,10012.846351114935
2005-06-02,50.06974792480469,48.85509967803955,1.0,11156.914494605306,10461.465390301819,10017.25230296981
2005-06-03,50.77294158935547,48.99145736694336,1.0,11313.605349137339,10608.38916142656,10020.773419903424
2005-06-06,51.125450134277344,49.14106826782226,1.0,11392.153931011919,10682.041538267444,10022.538543608798
2005-06-07,50.59714126586914,49.26426372528076,1.0,11274.43221049469,10571.657820128055,10019.893131119312
2005-06-08,51.21289443969727,49.466614151000975,1.0,11411.638923028964,10700.31196327744,10022.976405381569
2005-06-09,51.03709411621094,49.62059707641602,1.0,11372.465784386311,10663.580621978934,10022.096116597459
2005-06-10,51.125450134277344,49.765790176391604,1.0,11392.153931011917,10682.041538267444,10022.538543608798
2005-06-13,50.35530853271485,49.872476196289064,1.0,11220.54523806872,10521.129809243415,10018.682196813816
2005-06-14,50.35530853271485,50.001159858703616,1.0,11220.54523806872,10521.129809243415,10018.682196813816
2005-06-15,50.81725692749024,50.126571083068846,1.0,11323.48002314432,10617.64831281779,10020.99532106009
2005-06-16,51.648380279541016,50.22750015258789,1.0,11508.67712434056,10791.301437567063,10025.157023100874
2005-06-17,52.48046112060547,50.365661239624025,1.0,11694.087580376758,10965.15461801051,10029.323519597225
2005-06-20,52.57228088378906,50.565616035461424,1.0,11714.547544511044,10984.33924175045,10029.78329069484
2005-06-21,51.55656433105469,50.66195430755615,1.0,11488.218010225559,10772.117610861767,10024.697271104676
2005-06-22,52.57228088378906,50.835493850708005,1.0,11714.547544511044,10984.33924175045,10029.78329069484
2005-06-23,52.849639892578125,51.014111328125,1.0,11776.350746516682,11042.290036220053,10031.172116493151
2005-06-24,52.295875549316406,51.129835510253905,1.0,11652.956847326077,10926.587705940381,10028.39924025068
2005-06-27,52.203102111816406,51.24533863067627,1.0,11632.284378371118,10907.203823540909,10027.934693798914
2005-06-28,52.110328674316406,51.347367668151854,1.0,11611.61190941616,10887.819941141439,10027.470147347149
2005-06-29,50.72448348999024,51.42409954071045,0.0,11302.807554189363,10598.264430418321,10020.530774608325
2005-06-30,50.91002655029297,51.46611347198486,0.0,11344.151642079994,10598.264430418321,10021.459848410439
2005-07-01,51.46379470825195,51.50065612792969,0.0,11467.54639128988,10598.264430418321,10024.232743754328
2005-07-04,50.91002655029297,51.48988494873047,0.0,11344.151642079994,10598.264430418321,10021.041157964766
2005-07-05,50.26253509521485,51.473154640197755,0.0,11199.872769113761,10598.264430418321,10017.309407597417
2005-07-06,50.44807815551758,51.43491382598877,0.0,11241.216857004394,10598.264430418321,10018.378765931051
2005-07-07,50.44807815551758,51.4054630279541,0.0,11241.216857004394,10598.264430418321,10018.378765931051
2005-07-08,49.708770751953125,51.33462905883789,0.0,11076.47886992316,10598.264430418321,10014.117843793472
2005-07-11,52.48046112060547,51.440886688232425,1.0,11694.087580376756,10598.264430418321,10030.092195995769
2005-07-12,52.7578239440918,51.56101245880127,1.0,11755.891632401675,10654.276982208217,10031.690748085246
2005-07-13,52.48046112060547,51.64417266845703,1.0,11694.087580376756,10598.264430418321,10030.092195995769
2005-07-14,52.6650505065918,51.69500617980957,1.0,11735.219163446718,10635.541677644405,10031.156057925622
2005-07-15,52.295875549316406,51.68577690124512,1.0,11652.956847326077,10560.98795355838,10029.028356051529
2005-07-18,52.295875549316406,51.671956634521486,1.0,11652.956847326077,10560.98795355838,10029.028356051529
2005-07-19,51.925743103027344,51.69041557312012,1.0,11570.481176365482,10486.240867570814,10026.895135788043
2005-07-20,52.110328674316406,51.667317962646486,1.0,11611.611909416162,10523.517344430755,10027.958975732281
2005-07-21,52.110328674316406,51.6303524017334,1.0,11611.611909416162,10523.517344430755,10027.958975732281
2005-07-22,52.57228088378906,51.64417266845703,1.0,11714.547544511042,10616.807143446733,10030.621389751614
2005-07-25,51.833927154541016,51.62571392059326,1.0,11550.022062250478,10467.698924908542,10026.365964017814
2005-07-26,51.371978759765625,51.58879642486572,0.0,11447.087277174878,10374.409896258705,10023.703571984097
2005-07-27,49.06127548217773,51.505636024475095,0.0,10932.199146937643,10374.409896258705,10010.386071440507
2005-07-28,49.80058670043945,51.450164031982425,0.0,11096.937984038163,10374.409896258705,10014.647015563702
2005-07-29,49.15404891967773,51.33467674255371,0.0,10952.871615892598,10374.409896258705,10010.920761600131
2005-08-01,49.24681854248047,51.251516342163086,0.0,10973.543234828276,10374.409896258705,10011.45542977414
2005-08-02,50.72448348999024,51.274613761901854,0.0,11302.807554189363,10374.409896258705,10021.13932054449
2005-08-03,51.648380279541016,51.334628868103025,1.0,11508.67712434056,10374.409896258705,10027.1940866186
2005-08-04,50.53989410400391,51.339219665527345,0.0,11261.6759711194,10151.752575988132,10019.92961231241
2005-08-05,50.53989410400391,51.38077583312988,0.0,11261.6759711194,10151.752575988132,10019.92961231241
2005-08-08,49.3386344909668,51.22368450164795,0.0,10994.002348943279,10151.752575988132,10012.057146433668
2005-08-09,48.969459533691406,51.03426628112793,0.0,10911.74003282264,10151.752575988132,10009.637754969162
2005-08-10,48.78487014770508,50.84948673248291,0.0,10870.608449752677,10151.752575988132,10008.428046737085
2005-08-11,49.523223876953125,50.69239540100098,0.0,11035.133932013241,10151.752575988132,10013.266854665748
2005-08-12,49.523223876953125,50.55376281738281,0.0,11035.133932013241,10151.752575988132,10013.266854665748
2005-08-15,48.969459533691406,50.38744201660156,0.0,10911.74003282264,10151.752575988132,10009.637754969162
2005-08-16,48.969459533691406,50.239627838134766,0.0,10911.74003282264,10151.752575988132,10009.637754969162
2005-08-17,48.69210052490234,50.06871643066406,0.0,10849.936830817,10151.752575988132,10007.820080164187
2005-08-18,48.04556274414063,49.865478134155275,0.0,10705.87046267144,10151.752575988132,10003.582988895052
2005-08-19,47.67543029785156,49.6206356048584,0.0,10623.394791710843,10151.752575988132,10001.157322517523
2005-08-22,48.04556274414063,49.43121738433838,0.0,10705.87046267144,10151.752575988132,10003.582988895052
2005-08-23,48.04556274414063,49.26489658355713,0.0,10705.87046267144,10151.752575988132,10003.582988895052
2005-08-24,47.583614349365234,49.19101352691651,0.0,10602.935677595839,10151.752575988132,10000.555605857995
2005-08-25,47.8609733581543,49.09403285980225,0.0,10664.738879601477,10151.752575988132,10002.373280662972
2005-08-26,48.78487014770508,49.07557392120362,0.0,10870.608449752675,10151.752575988132,10008.428046737085
2005-08-29,47.399024963378906,48.98318424224854,0.0,10561.804094525874,10151.752575988132,9999.345897625917
2005-08-30,47.21348190307617,48.80763416290283,0.0,10520.460006635241,10151.752575988132,9998.129939480468
2005-08-31,49.89335632324219,48.71988296508789,1.0,11117.609602973835,10151.752575988132,10015.692521043275
2005-09-01,49.89335632324219,48.6875560760498,1.0,11117.609602973835,10151.752575988132,10015.692521043273
2005-09-02,48.59932708740234,48.59052772521973,1.0,10829.264361862039,9888.45770876707,10006.202909497575
2005-09-05,48.13737869262695,48.53046493530273,0.0,10726.32957678644,9794.465519180698,10002.815265154493
2005-09-06,48.23014831542969,48.49349937438965,0.0,10747.001195722114,9794.465519180698,10003.495580296729
2005-09-07,48.04556274414063,48.45653400421143,0.0,10705.870462671437,9794.465519180698,10002.14194367094
2005-09-08,47.95278930664063,48.3780122756958,0.0,10685.197993716478,9794.465519180698,10001.46160055407
2005-09-09,47.67543029785156,48.28562259674072,0.0,10623.394791710838,9794.465519180698,9999.42762081141
2005-09-12,48.69210052490234,48.27175464630127,1.0,10849.936830816992,9794.465519180698,10006.883252614447
2005-09-13,49.4314079284668,48.294852066040036,1.0,11014.67481789823,9943.177954960374,10012.304876700191
2005-09-14,49.80058670043945,48.35027637481689,1.0,11096.937984038155,10017.43864023622,10015.012205901037
2005-09-15,49.80058670043945,48.43802757263184,1.0,11096.937984038155,10017.43864023622,10015.012205901037
2005-09-16,48.59932708740234,48.484222412109375,1.0,10829.264361862035,9775.80404791751,10006.202909497575
2005-09-19,49.15404891967773,48.53964672088623,1.0,10952.871615892593,9887.386908389497,10010.27089695753
2005-09-20,49.523223876953125,48.61352977752686,1.0,11035.133932013234,9961.646826335113,10012.978198183742
2005-09-21,49.523223876953125,48.71051025390625,1.0,11035.133932013234,9961.646826335113,10012.978198183742
2005-09-22,48.13737869262695,48.724330520629884,0.0,10726.329576786438,9682.882658708715,10002.815265154493
2005-09-23,47.490840911865234,48.65962905883789,0.0,10582.263208640876,9682.882658708715,9998.073956210987
2005-09-26,47.12166213989258,48.64576091766357,0.0,10500.000042500953,9682.882658708715,9995.36662701014
2005-09-27,47.583614349365234,48.66426753997803,0.0,10602.935677595833,9682.882658708715,9998.754299327858
2005-09-28,47.306251525878906,48.534912300109866,0.0,10541.131625570912,9682.882658708715,9996.720291610563
2005-09-29,49.82927703857422,48.531708335876466,1.0,11103.330979063245,9682.882658708715,10015.222603128916
2005-09-30,50.97697830200195,48.650590896606445,1.0,11359.070330510433,9905.905293623116,10023.63913566063
2005-10-03,50.4987678527832,48.768660354614255,1.0,11252.511913232736,9812.97888687696,10020.13223544965
2005-10-04,51.64646911621094,48.93947639465332,1.0,11508.251264679922,10036.00152179136,10029.433099195929
2005-10-05,51.83774948120117,49.12908573150635,1.0,11550.87378157172,10073.171343213446,10030.983217392017
2005-10-06,51.35954284667969,49.299423408508304,1.0,11444.316214313309,9980.245677743666,10027.107875530872
2005-10-07,51.55082702636719,49.49319324493408,1.0,11486.939581224387,10017.41624044213,10028.65802464091
2005-10-10,51.55082702636719,49.63612957000733,1.0,11486.939581224387,10017.41624044213,10028.65802464091
2005-10-11,50.59440994262695,49.69427967071533,1.0,11273.823596688277,9831.56416822619,10020.907310004668
2005-10-12,49.54235458374024,49.681368064880374,0.0,11039.396778715913,9627.1275559374,10012.38155172736
2005-10-13,49.159786224365234,49.64932804107666,0.0,10954.150044893755,9627.1275559374,10009.281253507283
2005-10-14,48.87286376953125,49.663004875183105,0.0,10890.215844546421,9627.1275559374,10006.956060756176
2005-10-17,47.916446685791016,49.60112476348877,0.0,10677.09986001031,9627.1275559374,9999.205346119936
2005-10-18,48.29901123046875,49.53991413116455,0.0,10762.345743813185,9627.1275559374,10002.30561342606
2005-10-19,47.39041519165039,49.43327369689941,0.0,10559.885601004846,9627.1275559374,9994.94243606733
2005-10-20,48.10773086547852,49.43179130554199,0.0,10719.723226921391,9627.1275559374,10000.755495229972
2005-10-21,47.05567169189453,49.41003284454346,0.0,10485.295558929742,9627.1275559374,9992.229706038714
2005-10-24,48.10773086547852,49.459336280822754,0.0,10719.723226921391,9627.1275559374,10000.755495229972
2005-10-25,48.5859375,49.509452438354494,0.0,10826.280794179804,9627.1275559374,10004.63083709112
2005-10-26,48.5859375,49.57343673706055,0.0,10826.280794179804,9627.1275559374,10004.63083709112
2005-10-27,47.438236236572266,49.45388469696045,0.0,10570.541442732614,9627.1275559374,9995.32997334484
2005-10-28,48.203369140625,49.3152042388916,0.0,10741.034060357646,9627.1275559374,10001.530538871042
2005-10-31,49.73363494873047,49.276947593688966,1.0,11082.019295607706,9627.1275559374,10013.931669923448
2005-11-01,49.54235458374024,49.17174186706543,1.0,11039.396778715913,9590.100693239641,10012.381551727358
2005-11-02,50.40312576293945,49.10001068115234,1.0,11231.200229777198,9756.72342144296,10020.033209545802
2005-11-03,51.16825866699219,49.09044647216797,1.0,11401.69284740223,9904.83308751008,10026.834709536646
2005-11-04,51.83774948120117,49.10479259490967,1.0,11550.87378157172,10034.42895301564,10032.786017789884
2005-11-07,52.02903366088867,49.12870292663574,1.0,11593.497148482798,10071.456554138758,10034.486401265098
2005-11-08,52.12467575073242,49.20521621704101,1.0,11614.808831938339,10089.970354700317,10035.336593002705
2005-11-09,52.88980865478516,49.37258892059326,1.0,11785.301449563372,10238.08002076744,10042.13809299355
2005-11-10,53.46365737915039,49.58778247833252,1.0,11913.170700277322,10349.16208571144,10047.23920950918
2005-11-11,54.515716552734375,49.86992511749268,1.0,12147.598368268971,10552.813153463236,10056.591284712846
2005-11-14,54.515716552734375,50.19988861083984,1.0,12147.598368268971,10552.813153463236,10056.591284712846
2005-11-15,54.515716552734375,50.51072387695312,1.0,12147.598368268971,10552.813153463236,10056.591284712846
2005-11-16,54.32443237304688,50.85742473602295,1.0,12104.975001357894,10515.78555234012,10054.890901237632
2005-11-17,53.65494155883789,51.13478527069092,1.0,11955.7940671884,10386.18968683456,10048.939592984394
2005-11-18,54.611358642578125,51.5125696182251,1.0,12168.910051724508,10571.326954024798,10057.441476450453
2005-11-21,55.37649154663086,51.876007652282716,1.0,12339.402669349538,10719.436620091916,10064.242976441297
2005-11-22,55.47213363647461,52.22031745910645,1.0,12360.714352805076,10737.950420653475,10065.093168178904
2005-11-23,57.09804153442383,52.64592266082764,1.0,12723.011271510675,11052.683553349274,10079.5463598982
2005-11-24,57.09804153442383,53.128912925720215,1.0,12723.011271510675,11052.683553349274,10079.5463598982
2005-11-25,56.52418899536133,53.54495391845703,1.0,12595.14117077744,10941.600749979916,10074.44520947256
2005-11-28,56.90675735473633,53.90361003875732,1.0,12680.387904599596,11015.655952226156,10077.845976422986
2005-11-29,55.28084945678711,54.19053478240967,1.0,12318.090985893998,10700.922819530357,10063.39278470369
2005-11-30,56.90675735473633,54.51571636199951,1.0,12680.387904599595,11015.655952226154,10077.845976422986
2005-12-01,56.71547317504883,54.793077087402345,1.0,12637.764537688516,10978.628351103034,10076.145592947772
2005-12-02,57.95881271362305,55.09913024902344,1.0,12914.814722571959,11219.306281552595,10088.051029560927
2005-12-05,59.29779815673828,55.46256847381592,1.0,13213.177440930223,11478.498750989073,10100.872311137176
2005-12-06,59.776004791259766,55.84513492584229,1.0,13319.735008188638,11571.067015371515,10105.45131678982
2005-12-07,59.776004791259766,56.18944473266602,1.0,13319.735008188638,11571.067015371515,10105.45131678982
2005-12-08,59.01087188720703,56.46680545806885,1.0,13149.242390563606,11422.957349304395,10098.124885829307
2005-12-09,58.15009689331055,56.64852447509766,1.0,12957.438089483037,11256.333882675715,10089.88264643284
2005-12-12,58.53266525268555,56.849371910095215,1.0,13042.684823305195,11330.389084921955,10093.545880176665
2005-12-13,59.29779815673828,57.08847599029541,1.0,13213.177440930223,11478.498750989073,10100.872311137176
2005-12-14,58.4370231628418,57.294105529785156,1.0,13021.373139849655,11311.875284360392,10092.630071740708
2005-12-15,58.2457389831543,57.52364540100098,1.0,12978.749772938576,11274.847683237274,10090.798454868796
2005-12-16,59.29779815673828,57.75796737670898,1.0,13213.177440930223,11478.498750989073,10100.872311137176
2005-12-19,59.776004791259766,57.97794303894043,1.0,13319.735008188638,11571.067015371515,10105.45131678982
2005-12-20,59.584720611572266,58.183572387695314,1.0,13277.11164127756,11534.039414248396,10103.619699917906
2005-12-21,60.25421142578125,58.34138088226318,1.0,13426.292575447049,11663.635279753955,10110.030322442462
2005-12-22,57.5619010925293,58.364573860168456,0.0,12826.371916246897,11142.474599962408,10084.250453773418
2005-12-23,61.11498641967773,58.594113731384276,1.0,13618.096876527617,11142.474599962408,10118.27256183893
2005-12-26,58.947750091552734,58.6961633682251,1.0,13135.177121492976,10747.344417450035,10097.52047125569
2005-12-27,61.019344329833984,58.98308811187744,1.0,13596.785193072079,11125.037149359818,10117.356753402973
2005-12-28,60.732421875,59.174371337890626,1.0,13532.850992724743,11072.725493047035,10114.609364622243
2005-12-29,60.25421142578125,59.351308250427245,1.0,13426.292575447047,10985.538240034068,10110.030322442462
2005-12-30,59.776004791259766,59.44216785430908,1.0,13319.735008188634,10898.351682516099,10105.45131678982
2006-01-02,58.34138107299805,59.39434700012207,0.0,13000.061456394113,10636.791314467191,10091.714263304752
2006-01-03,60.1585693359375,59.41347522735596,1.0,13404.980891991507,10636.791314467191,10110.326479051055
2006-01-04,60.63677978515625,59.45651397705078,1.0,13511.539309269203,10721.344933492483,10115.22446140903
2006-01-05,61.21062850952149,59.56650180816651,1.0,13639.408559983158,10822.808601836403,10121.102001167266
2006-01-06,62.6452522277832,59.791259574890134,1.0,13959.082111777676,11076.468109939413,10135.795870098524
2006-01-09,65.1319351196289,60.121223068237306,1.0,14513.183331563845,11516.144905411637,10161.265261145993
2006-01-10,63.79295349121094,60.34598083496094,1.0,14214.821463224866,11279.396121113683,10147.55098868633
2006-01-11,62.93217849731445,60.57073860168457,1.0,14023.017162144295,11127.20028135459,10138.73465951331
2006-01-12,62.6452522277832,60.790714263916016,1.0,13959.08211177768,11076.468109939415,10135.795870098524
2006-01-13,61.68883514404297,60.91026611328125,1.0,13745.96612724157,10907.361546375263,10125.999944453908
2006-01-16,61.11498641967773,60.97721519470215,1.0,13618.096876527617,10805.897878031343,10120.122404695672
2006-01-17,61.78447723388672,61.08720302581787,1.0,13767.277810697109,10924.272270180321,10126.979540925502
2006-01-18,58.91522979736328,61.02025394439697,0.0,13127.930707108064,10416.953253974298,10097.591803062987
2006-01-19,59.29779815673828,61.10704879760742,0.0,13213.177440930222,10416.953253974298,10101.510188949367
2006-01-20,59.776004791259766,61.040099716186525,0.0,13319.735008188636,10416.953253974298,10106.408132236009
2006-01-23,59.10651397705078,61.048037910461424,0.0,13170.554074019145,10416.953253974298,10099.550996006177
2006-01-24,59.20215606689453,60.95717849731445,0.0,13191.865757474685,10416.953253974298,10100.530592477773
2006-01-25,60.732421875,60.95717849731445,0.0,13532.850992724745,10416.953253974298,10116.204057880625
