,Annualized Return,Annualized Volatility,Sharpe Ratio,Cumulative Return,Max Drawdown
Pairs Trading,-0.021058284057242527,0.16468680587665,-0.12786867742771774,-0.3571184224387224,-0.5059462919728184
Buy and Hold,0.18637262288308354,0.28960556766867523,0.6435395023078566,34.17817090652431,-0.6316863794719325
DCA,0.17501975660886404,0.3861973468537412,1.1246112511128197,7.808772723475785,-0.40642556938551766
